,Reviews,Labels,length
4952,"its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap. and you know, im sorry i dont have any better comments, but damnit, go get the movie and watch it, and then make all your friends watch it too, just like im gonna.",1,285
4954,"Gung Ho tries to express many ideas and entertain us with a wiseguy comedy at the same time. The result is uneven, but generally entertaining. Keaton balances all three aspects of his lead character quite well. Wantabedde is even better. One warning: George Wendt is very poor in his supporting role. Otherwise, this is quite enjoyable time capsule.",1,349
4956,"Hollow Point, though clumsy in places, manages to be an extremely endearing and amusing action movie.<br /><br />The primary entertainment value here is humor - everyone turns in clever performances that provide the film with a great deal of energy.<br /><br />Oh, by the way, advocates of gun safety will be horrified by the conduct of the characters in this movie...",1,368
4965,"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",1,331
4987,". . . is just as good as the original. Very nearly achieves greatness because of Cundieff's remarkable ear for music and dialogue. Skewers the self-important swagger of the hip-hop poseurs. The group ""Niggaz with Hats"" (NWH) are every rap group you ever heard and utterly self-parodic. Wardrobe is unbelievable. Buy the OOP soundtrack if you can.",1,346
5001,"Mystery Men is one of those movies that gets funnier over time. There is a naive innocence and ""niceness"" to the characters. It has become part of our family ""culture,"" and we quote the characters often. It is my favorite film of the last two years. My kids are 13 and 11 and we all three love this film. Great acting and comedy. We love Galaxy Quest and Monty Python flicks too. Okay, we're not talking intellectual here, just Family bonding!",1,443
5028,"Went to see this as Me and my Lady had little else to do on a sunday afternoon I like films that deal with sleazy,loser characters and this is full of em. After a slow start we get some good turns from the cast but it is the actual 'Bellini' that both makes and lets the film down. The 'Bellini' is one of the funniest scenes I have seen in a film for a long while but is too short and could have made this a masterpiece overall 71/2 out of 10",1,443
5031,"It is a great movie if you have ever named your cars or are really into old, fast, or exotic cars. It has a plot and a lot of action. The car scenes are great except for the totally fake car jump scene. All of the other scenes are great. I really enjoyed it and I hope everyone else does as well.",1,296
5054,"What can i say about the first film ever?<br /><br />You can't rate this, because it's not supposed to be entertaining. But if you HAVE to rate it, you should give it a 10. It is stunning to see moving images from the year 1895. This was one of the most important movies in history. I wonder how it was to be one of the people who saw the first movie ever!<br /><br />",1,368
5055,Ronald Colman gives a terrific performance as a stage actor who really gets into his work. When he plays Othello on the stage he takes on the persona with dire results. Good film with a great supporting cast. Well worth watching.,1,229
5057,"what can i say. oh yeah those freaking fingers are so weird. they scare the heck out of me. but it is such a funny film, Jim Carrey works the grinch. if you havent already seen it then what you waiting for an invitation. go, go and get watch it. you dont know what your missing.",1,278
5074,"The movie was a big Car Commercial. :-)<br /><br />But who cares? I went to the theater to view the Shelby Cobra, Angelina & Cage.<br /><br />So I guess it was a good movie. *bg*<br /><br />",1,190
5102,This movie is very funny. Amitabh Bachan and Govinda are absolutely hilarious. Acting is good. Comedy is great. They are up to their usual thing. It would be good to see a sequel to this :)<br /><br />Watch it. Good time-pass movie,1,231
5104,"While it certainly wasn't the best movie I've ever seen, it was certainly worth the $8 (which can't be said for many movies these days.)<br /><br />This was a pleasant account of a true story, although many of the details of the real story were twisted for the movie, (ie, Billy Sunday's character was three or four people in the real story combined together.) Robert DeNiro was of course good, and Cuba Gooding, Jr., was also impressive.",1,438
5113,"One of the most excellent movies ever produced in Russia and certainly the best one made during the decline of the USSR. Incredibly clever, hilarious and dramatic at the same time. Superb acting. Overall a masterpiece. Score it 10/10. <br /><br />",1,247
